,0,1,2,3,4
5,0.05396757679180888,0.06761945392491467,0.12758459399726468,0.06015358361774744,0.04607508532423208
6,0.06761945392491467,0.12758459399726468,0.06015358361774744,0.04607508532423208,0.04991467576791809
7,0.12758459399726468,0.06015358361774744,0.04607508532423208,0.04991467576791809,0.03967576791808874
8,0.06015358361774744,0.04607508532423208,0.04991467576791809,0.03967576791808874,0.04970136518771331
9,0.04607508532423208,0.04991467576791809,0.03967576791808874,0.04970136518771331,0.12758459399726468
10,0.04991467576791809,0.03967576791808874,0.04970136518771331,0.12758459399726468,0.0507679180887372
11,0.03967576791808874,0.04970136518771331,0.12758459399726468,0.0507679180887372,0.05418088737201366
12,0.04970136518771331,0.12758459399726468,0.0507679180887372,0.05418088737201366,0.05674061433447098
13,0.12758459399726468,0.0507679180887372,0.05418088737201366,0.05674061433447098,0.06356655290102389
14,0.0507679180887372,0.05418088737201366,0.05674061433447098,0.06356655290102389,0.05034129692832764
15,0.05418088737201366,0.05674061433447098,0.06356655290102389,0.05034129692832764,0.09044368600682595
16,0.05674061433447098,0.06356655290102389,0.05034129692832764,0.09044368600682595,0.06868600682593856
17,0.06356655290102389,0.05034129692832764,0.09044368600682595,0.06868600682593856,0.052047781569965874
18,0.05034129692832764,0.09044368600682595,0.06868600682593856,0.052047781569965874,0.0780716723549488
19,0.09044368600682595,0.06868600682593856,0.052047781569965874,0.0780716723549488,0.07956484641638226
20,0.06868600682593856,0.052047781569965874,0.0780716723549488,0.07956484641638226,0.13417235494880544
21,0.052047781569965874,0.0780716723549488,0.07956484641638226,0.13417235494880544,0.21032423208191126
22,0.0780716723549488,0.07956484641638226,0.13417235494880544,0.21032423208191126,0.291382252559727
23,0.07956484641638226,0.13417235494880544,0.21032423208191126,0.291382252559727,0.2770904436860068
24,0.13417235494880544,0.21032423208191126,0.291382252559727,0.2770904436860068,0.28540955631399323
25,0.21032423208191126,0.291382252559727,0.2770904436860068,0.28540955631399323,0.25170648464163825
26,0.291382252559727,0.2770904436860068,0.28540955631399323,0.25170648464163825,0.12758459399726468
27,0.2770904436860068,0.28540955631399323,0.25170648464163825,0.12758459399726468,0.6661689419795223
28,0.28540955631399323,0.25170648464163825,0.12758459399726468,0.6661689419795223,0.5671928327645052
29,0.25170648464163825,0.12758459399726468,0.6661689419795223,0.5671928327645052,0.5593003412969283
30,0.12758459399726468,0.6661689419795223,0.5671928327645052,0.5593003412969283,0.6659556313993173
31,0.6661689419795223,0.5671928327645052,0.5593003412969283,0.6659556313993173,0.12758459399726468
32,0.5671928327645052,0.5593003412969283,0.6659556313993173,0.12758459399726468,0.5825511945392492
33,0.5593003412969283,0.6659556313993173,0.12758459399726468,0.5825511945392492,0.7843430034129693
34,0.6659556313993173,0.12758459399726468,0.5825511945392492,0.7843430034129693,0.9349402730375427
35,0.12758459399726468,0.5825511945392492,0.7843430034129693,0.9349402730375427,1.0
36,0.5825511945392492,0.7843430034129693,0.9349402730375427,1.0,0.12758459399726468
37,0.7843430034129693,0.9349402730375427,1.0,0.12758459399726468,0.12758459399726468
38,0.9349402730375427,1.0,0.12758459399726468,0.12758459399726468,0.9157423208191127
39,1.0,0.12758459399726468,0.12758459399726468,0.9157423208191127,0.9526450511945393
40,0.12758459399726468,0.12758459399726468,0.9157423208191127,0.9526450511945393,0.9315273037542662
41,0.12758459399726468,0.9157423208191127,0.9526450511945393,0.9315273037542662,0.9206484641638226
42,0.9157423208191127,0.9526450511945393,0.9315273037542662,0.9206484641638226,0.8440699658703071
43,0.9526450511945393,0.9315273037542662,0.9206484641638226,0.8440699658703071,0.8353242320819113
44,0.9315273037542662,0.9206484641638226,0.8440699658703071,0.8353242320819113,0.8195392491467577
45,0.9206484641638226,0.8440699658703071,0.8353242320819113,0.8195392491467577,0.12758459399726468
46,0.8440699658703071,0.8353242320819113,0.8195392491467577,0.12758459399726468,0.12758459399726468
47,0.8353242320819113,0.8195392491467577,0.12758459399726468,0.12758459399726468,0.7768771331058021
48,0.8195392491467577,0.12758459399726468,0.12758459399726468,0.7768771331058021,0.7563993174061434
49,0.12758459399726468,0.12758459399726468,0.7768771331058021,0.7563993174061434,0.12758459399726468
50,0.12758459399726468,0.7768771331058021,0.7563993174061434,0.12758459399726468,0.7506399317406144
51,0.7768771331058021,0.7563993174061434,0.12758459399726468,0.7506399317406144,0.6862201365187713
52,0.7563993174061434,0.12758459399726468,0.7506399317406144,0.6862201365187713,0.12758459399726468
53,0.12758459399726468,0.7506399317406144,0.6862201365187713,0.12758459399726468,0.5959897610921503
54,0.7506399317406144,0.6862201365187713,0.12758459399726468,0.5959897610921503,0.5842576791808874
55,0.6862201365187713,0.12758459399726468,0.5959897610921503,0.5842576791808874,0.6582764505119455
56,0.12758459399726468,0.5959897610921503,0.5842576791808874,0.6582764505119455,0.7536262798634813
57,0.5959897610921503,0.5842576791808874,0.6582764505119455,0.7536262798634813,0.6936860068259386
